suntan lotion:,a cream you put on your skin when sunbathing
unleaded fuel,petrol containing less lead in order to protect the environment
approach,get closer to sb/sth
conclude,"end sth, draw a conclusion about it"
drown,die in water due to lack of oxygen
guarantee,make certain sth will happen
launch,"start a campaign, etc."
polish,make sth shine
remove,take sth away from where it is
stare,"look at sb or sth for a long time, often rudely or impolitely"
wipe,clean up with a cloth
balanced,having all its different parts in correct proportions
disheartening,disappointing
handicapped,having a physical or mental disability
nomadic,travelling from place to place rather than living somewhere permanently
sickening,making you feel sick
underqualified,not qualified enough
initially,at the beginning
