insufferable,extremely annoying or unpleasant
intimate,private and personal
limb,a leg or an arm of a person
marked,very noticeable
lodger,"someone who pays for a place to sleep, and usually for meals, in someone else’s house"
loquaciousness,talking a lot
malicious,intended to harm or upset someone
nakedness,the state of being naked
nobleman,a member of the nobility (= the highest social rank in a society)
noxious,poisonous or harmful
obesity,extreme fatness
omen,a sign of what will happen in the future
ornate,decorated with a lot of complicated patterns
outer space,the part of space that is very far away from Earth
overview,a short description giving the most important facts about something
physique,the shape and size of your body
piercing,"A piercing noise, light, etc is very strong and unpleasant."
premonition,"a feeling that something, especially something unpleasant, is going to happen"
prestigious,"very much respected and admired, usually because of being important"
presumably,used to say what you think is the likely situation
prey on sb’s mind,"If a problem preys on your mind, you think about it and worry about it a lot."
privileged,having a privilege
radical,a person who supports great social and political change
reassuring,making you feel less worried
repulsive,"extremely unpleasant, especially to look at"
routine,done regularly and very boring
sallow,Sallow skin is slightly yellow and does not look healthy.
sardonic,"showing little respect in a humorous but unkind way, often because you think that you are too important to consider or discuss a matter"
make a scene,to create a dramatic or embarrassing situation
sensual,relating to physical pleasure
shabby,looking untidy and in bad condition
shovel sth into your mouth,to put large quantities of food into your mouth very quickly
sluggish,moving or operating more slowly than usual and with less energy or power
soothe,to make someone feel calm
square meal,a satisfying meal that fills you and provides you with all the different types of food that your body needs
startled,surprised or worried by something unexpected
stout,quite fat
straight face,a serious expression on your face that you use when you do not want someone to know that you think something is funny
swallow,to move your throat in order to make food or drink go down
temperament,the part of your character that affects your moods and the way you behave
in the throes of sth,"experiencing or doing something which is difficult, unpleasant or painful"
thud,the sound that is made when something heavy falls or hits something else
tiresome,making you feel annoyed or bored
trace,a small amount of something
tranquil,calm and quiet
tremble,"to shake slightly, especially because you are nervous, frightened, or cold"
uncluttered,not filled in an untidy or badly organized way
unspoiled,An unspoilt place is beautiful because it has not been changed or damaged.
veiled,said so that the true meaning or purpose is not clear
widower,a man whose wife has died
wood-panelled,"covered or decorated with flat, usually rectangular pieces of wood"
yellowish,slightly yellow
accentuate,to emphasize something so that people notice it
ammunition,facts that you can use to criticize someone
arm,to provide yourself or others with equipment or knowledge in order to complete a particular task
asset,"a person, skill, or quality which is useful or helps you to succeed"
backup plan,something that you have arranged in case your main plan goes wrong
bout,a short period of illness or involvement in an activity
campaign,a series of organized activities or events intended to achieve a result
casually,without taking or without seeming to take much interest; without finding something important
compensation,money that you pay to someone because you are responsible for injuring them or damaging something
concise,giving a lot of information clearly in a few words
confront sb with sth,"to tell someone what they do not want to hear, often because it is something bad that they have done or because it needs an explanation"
constructive criticism,"If criticism is constructive, it is useful and intended to help or improve something."
counter- argument,"an argument against another argument, idea or suggestion"
creep,to make someone more important like you by being very polite and helpful in a way that is not sincere
crop up,to happen or appear suddenly
dedication,when you give a lot of time and energy to something because it is important
drop hints,to tell someone something in a way that is not direct
exceptional case,an unusual example or situation
failing,a bad quality or fault that someone or something has
gear up for sth,to prepare for something that you have to do
gripe,a strong complaint
not hold out much hope,to not feel very positive about something happening or about achieving something successfully
hot air,"If something that someone says is hot air, it is not sincere and will have no practical results."
jot sth down,to write something quickly on a piece of paper so that you remember it
layoff,"when someone stops employing someone, sometimes temporarily, because there is no money to pay them or because there is no work for them"
in the meantime,"until something expected happens, or while something else is happening"
mellow,calm and relaxed
moody,"If someone is moody, they are often unfriendly because they feel angry or unhappy."
pastime,an activity that you enjoy doing when you are not working
perfect timing,doing something at exactly the right time
pluck up the courage to do sth,"to force yourself to be brave enough to do something, although you are frightened or worried about it"
pluck sth out of the air,"to say something quickly, usually because a reply is expected, without having thought about it or made certain it is correct"
pre-empt,to do something before something else happens in order to prevent it or reduce its effect
prompt,to cause something
put sth across,to express your ideas and opinions clearly so that people understand them easily
raise objections to,to express opposition to or dislike of something or someone
range,"to have an upper and a lower limit in amount, number, etc"
retailer,someone who sells products to the public
rosy,"If a situation is described as rosy, it gives hope of success or happiness."
run,(of colours in clothes) to come out or spread
self-access,"a method of learning in which students use books, videos, etc. to study on their own"
sift,to carefully look at every part of something in order to find something
sink in,"If an unpleasant or surprising fact or idea sinks in, you gradually start to believe it, understand it, or realize the effect it will have on you."
spontaneous,happening naturally and suddenly and without being planned
spout,"to speak a lot, in a way that is boring or annoying for other people"
stick up for sb,to defend or support a particular idea or a person who is being criticized or attacked
suffer in silence,to experience physical or mental pain without saying anything
superior,someone in a higher position than you at work
take ages to,to spend a long time
ultimatum,when someone says they will do something that will affect you badly if you do not do what they want
viewpoint,(= a point of view) an opinion
alliteration,the use of the same sound or sounds at the beginning of several words that are close together
analogy,a comparison that shows how two things are similar
beacon,a light on a hill or in a tower that warns people of something or is a signal or guide
captivity,when a person or animal is kept somewhere and is not allowed to leave
cash a check/cheque,to exchange a cheque for cash
club together,"If a group of people club together, they share the cost of something between them."
common ground,"shared interests, beliefs, or ideas"
cool off,"If a feeling cools off, it starts to become less strong."
confines,the outer limits of something
cripple,to injure someone so that they cannot use their arms or legs
default,"to fail to do something, such as pay a debt, that you legally have to do"
desolate,A desolate place is empty and makes you feel sad.
discrimination,"when someone is treated unfairly because of their sex, race, religion, etc"
emancipation,the process of giving people social or political freedom and rights
exaggeration,"when you describe something as larger, better, worse, etc than it really is"
exile,"when someone has to leave their home and live in another country, often for political reasons"
feel all at sea,to feel confused
foot the bill,to pay for something
get your fingers burnt,"to suffer unpleasant results of an action, especially loss of money, so you do not want to do the same thing again"
ghetto,"an area of a city, especially a very poor area, where people of a particular race or religion live apart from other people"
go up in smoke,Something that goes up in smoke fails to produce the result that was wanted
injustice,a situation or action in which people are treated unfairly
insofar as,to the degree that
intriguing,very interesting
languish,"to exist in an unpleasant or unwanted situation, often for a long time"
light dawns,something becomes known or obvious
long-winded,"A long-winded speech, letter, article, etc. is too long, or uses too many words."
metaphor,a way of describing something by comparing it with something else which has some of the same qualities
momentous,"A momentous decision, event, etc is very important because it has a big effect on the future."
oasis,a place that is much calmer and more pleasant than what is around it
pathway,a track which a person can walk along
put your money where your mouth is,to show by your actions and not just your words that you support or believe in something
quicksand,deep wet sand that sucks in anyone trying to walk across it
quote,to repeat what someone has said or written
reputedly,said to be the true situation although this is not known to be certain and may not be likely
rhetorical question,a question that is asked in order to make a statement and which does not expect an answer
sacred,too important to be changed or destroyed
sandstone,a type of rock formed from sand
segregation,"keeping one group of people apart from another and treating them differently, especially because of race or sex"
self-evident,clear or obvious without needing any proof or explanation
sentimental,"describes someone who is strongly influenced by emotional feelings, especially about happy memories of past events or relationships with other people, rather than by careful thought and judgment based on facts"
shameful,Something shameful is bad and should make you feel embarrassed and guilty.
shed light on,Something or someone that casts/sheds/throws light on a situation provides an explanation for it or information which makes it easier to understand
significance,the importance or meaning of something
slide,an image or photograph shown by a computer on a screen
slave,a person who is legally owned by someone else and has to work for them
slum,"a very poor and crowded area, especially of a city"
swelter,(of a person) to feel very hot
be tied up,"When someone is tied up, they are busy or are prevented from doing something."
token (of appreciation),"a thing that you give or an action that you take which expresses your feelings or intentions, although it might have little practical effect"
trade route,"a route, often covering a long distance, that people buying and selling goods often used in the past"
tranquilise,"to make an animal or person become unconscious or calm, especially with a drug"
underprivileged,poor and having fewer opportunities than most people
unjustly,not fairly
urgency,when something is very important and needs you to take action immediately
versus,"used to compare two things or ideas, especially when you have to choose between them"
absorb,"If a substance absorbs a liquid, it takes it in through its surface and holds it."
breach,"to make an opening in a wall or fence, especially in order to attack someone or something behind it"
bury your head in the sand,"to refuse to think about unpleasant facts, although they will have an influence on your situation"
carbon footprint,Someone’s carbon footprint is a measurement of the amount of carbon dioxide that their activities produce.
commitment,when you are willing to give your time and energy to something that you believe in
concede,"to admit that something is true, even though you do not want to"
contrary,opposite
conversely,used to introduce something that is different to something you have just said
costly,expensive
cumulative,reached by gradually adding one thing after another
decline,"when something becomes less in amount, importance, quality, or strength"
decrease,a reduction
defective,describes something that has a fault in it and does not work correctly
dengue fever,"a serious illness that you can get if a mosquito bites you, and it is infected with a particular virus"
densely,with a lot of things close together
dire,very serious or bad
displace,to make someone or something leave their usual place or position
drop,when the level or amount of something becomes less
drought,a long period when there is no rain and people do not have enough water
dull,not bright
emission,"when gas, heat, light, etc is sent out into the air, or an amount of gas, heat, light, etc that is sent out"
flooding,"when an area is covered with water, especially from rain"
fluctuation,"a change, especially continuous and between one level or thing and another"
global warming,when the air around the world becomes warmer because of pollution
gloomy,dark in an unpleasant way
go to great lengths,to try very hard to achieve something
greenhouse gas,"a gas which causes the greenhouse effect, especially carbon dioxide"
heat wave,a period of time such as a few weeks when the weather is much hotter than usual
humidity,a measurement of how much water there is in the air
hurricane,a violent storm with very strong winds
ice cap,a thick layer of ice that permanently covers an area of land
increase,"when the number, size, or amount of something gets bigger"
infrastructure,"the basic systems, such as transport and communication, that a country or organization uses in order to work effectively"
la niña,the cooling of the water in the central and eastern Pacific Ocean that happens every few years and that affects the weather in many places
long-range forecast,"a forecast for a long time into the future, or across a long distance"
malaria,a serious disease that you can get in hot countries if a mosquito bites you
melt,"If something melts, it changes from a solid into a liquid because of heat and if you melt something, you heat it until it becomes liquid."
el niño,"an unusual ocean current along the coast of Peru every 2–10 years, which kills large numbers of sea organisms and causes noticeable and often severe changes in weather conditions in many areas of the world"
paint a picture,to describe a situation or person
prolong,to make something last longer
reduction,when something is reduced
rise,to increase in level
sluggish,moving or working more slowly than usual
species,a group of plants or animals which share similar characteristics
stark,unpleasantly clear and obvious
switch,a change
tide,the regular rise and fall in the level of the sea
torrential,Torrential rain is very heavy rain.
vulnerable,easy to hurt or attack physically or emotionally
wipe sth out,to destroy something completely
alienation,the feeling that you have no connection with the people around you
be all ears,to be waiting eagerly to hear about something
appraisal,a meeting where the manager of an employee talks to them about the quality of their work
bankrupt,unable to continue in business because you cannot pay your debts
birth rate,the number of births which happen during a period of time in a particular place
bite your tongue,to stop yourself from saying something which you would really like to say
break sb’s heart,"to make someone who loves you very sad, usually by telling them you have stopped loving them"
bug,"a bacteria or virus, or the illness that it causes"
bump into sb,to meet someone you know when you have not planned to meet
go bust,"If a business goes bust, it stops trading because it does not have enough money."
catch sb’s eye,"to get someone’s attention, especially by looking at them"
cause a stir,generate a lot of interest or excitement
chin up,something you say to someone in a difficult situation in order to encourage them to be brave and try not to be sad
Cockney,"a Cockney person comes from East London, especially the poorer part, and uses a type of speech from that area"
common,typical of a low social class
conspiracy,when a group of people secretly plan to do something bad or illegal
criterion (plur criteria),"a standard by which you judge, decide about or deal with something"
dignified,"calm, serious and behaving in a way that makes people respect you"
disruptive,causing trouble and therefore stopping something from continuing as usual
distinct,different and separate
distracted,anxious and unable to think carefully
be down in the mouth,to be sad
endurance,"the ability to keep doing something difficult, unpleasant, or painful for a long time"
expat,(=expatriate) someone who does not live in their own country
fall head over heels in love with sb,to suddenly become completely in love with somebody
far-reaching,Something far-reaching has a great influence on many people or things.
get into the habit of doing sth,"to start to do something often and regularly, sometimes without knowing that you are doing it"
give sb a hand,to help someone
grief,"great sadness, especially caused by someone’s death"
have a finger in every pie,"to be involved in and have influence over many different activities, often in a way that people do not approve of"
have your head in the clouds,If someome has his/her head in the clouds he/she often daydreams and is not very practical.
hypothesise,to give a possible but not yet proved explanation for something
implementation,putting a plan or system into operation
infection,a disease in a part of your body that is caused by bacteria or a virus
keep sb on their toes,Someone or something that keeps you on your toes forces you to continue directing all your attention and energy to what you are doing.
keep your fingers crossed,to hope that things will happen in the way that you want them to
manual skills,the ability to perform tasks well or make things with your hands
masterpiece,"a painting, book, or film that is generally considered to be of excellent quality"
mental agility,the ability to think quickly and clearly
morale,the amount of confidence or hope for the future that people feel
panacea,something that will solve all problems
pass sth/sb off as sth/sb,to pretend that something or someone is a particular thing or person when they are not
plot,a plan to do something bad
posh,from a high social class
profound,"If an idea or piece of work is profound, it shows intelligence or a great ability to understand."
put sb’s mind at rest,to stop someone from worrying about something
rack your brain(s),to think very hard
saga,a long story about a lot of people or events
set your heart on sth/doing sth,to want to get or achieve something very much
tear your hair out,"If you tear your hair out over a problem, you are worrying a lot about it."
three Rs,"the skills of reading, writing and arithmetic/maths"
truancy,the problem or situation of children being absent from school regularly without permission; when children play truant
vulgar,"rude and likely to upset or anger people, especially by referring to sex and the body in an unpleasant way"
bizarre,very strange and surprising
break up,"If someone who is talking on a mobile phone is breaking up, their voice can not fully be heard."
breakthrough,an important discovery or development that helps solve a problem
call sb back,"to telephone someone again, or to telephone someone who called you earlier"
catch up,a discussion about the latest news
chain,to fasten someone or something using a chain (also used figuratively)
contribute to sth,to help to cause an event or situation
convulse,to (cause to) shake violently with sudden uncontrolled movements
be cut off,"to have a telephone conversation stopped, for example by a technical problem"
disentangle,to separate someone or something that is connected to something else in a complicated way
dislodged,"removed, especially by force, from a fixed position"
disrupt,to interrupt something and stop it continuing as it should
drawn-out,lasting longer than is usual or necessary
dump,to suddenly end a romantic relationship you have been having with someone
entangle,to cause something to become caught in something such as a net or ropes
exclusion,when someone or something is not allowed to take part in an activity or to enter a place
to and fro,"in one direction and then in the opposite direction, a repeated number of times"
fill sb in,to give someone extra or missing information
futuristic,very modern and strange and seeming to come from some imagined time in the future
gadget,"a small piece of equipment that does a particular job, especially a new type"
get through,to manage to talk to someone on the telephone
go off sb/sth,to stop liking or being interested in someone or something
hang on,to wait for a short time
hang up,to end a telephone conversation
hanker after,"to have a strong wish for something, especially if you cannot or should not have it"
indecipherable,unable to be read or understood
interference,noise or other electronic signals that stop you from getting good pictures or sound on a television or radio
invariably,always
invigorating,making you feel very healthy and energetic
laborious,Laborious work is very difficult and needs a lot of effort.
liberation,when something or someone is released or made free
mobility,the ability to move freely or be easily moved
needless to say,"as you would expect; added to, or used to introduce, a remark giving information which is expected and not surprising"
off the hook,"If you leave the telephone off the hook, you do not put the part of it that you talk with back correctly and it will not ring."
out of the blue,"If something happens out of the blue, it is completely unexpected"
pass sb over,"to pass the phone/receiver to a person standing nearby, so that he/she can talk to the person on the end of the line"
plunge into sth,to suddenly start doing something actively or enthusiastically
primitive,very basic or old-fashioned
protracted,"If an unpleasant situation is protracted, it lasts a long time."
put sb on hold,"If you are put on hold when using the telephone, you have to wait to speak to someone."
put sb through,to connect a person using a telephone to the person they want to speak to
recipient,someone who receives something
repetitive strain injury,"a painful medical condition which can cause damage to the hands, wrists, upper arms and backs especially of people who use computers and other keyboards"
ring (sb) back,to telephone someone who rang you earlier or to telephone someone for a second time
ring off,to end a telephone conversation and put down the part of the telephone that you speak into
run down,"If a machine or device such as a clock or battery runs down, it loses power."
run out,"If a supply of something runs out, all of it has been used or it is completely finished."
satirical,using satire
sociological,related to or involving sociology
speak up,to say something in a louder voice so that people can hear you
straightaway,without pausing or delaying
turnaround,when a bad situation changes into a good one
undergo,"to experience something, especially a change or medical treatment"
unwrap,"to remove the paper, cloth, etc that is covering something"
utterly,completely
veteran,someone who has done a job or activity for a long time
amid,in the middle of or surrounded by; among
arch,describes behaviour that is not serious and suggests you are behaving this way intentionally for the effect that it will have
assure,"to tell someone that something is certainly true, especially so that they do not worry"
be on the tip of your tongue,"If something that you want to say is on the tip of your tongue, you think you know it and that you will be able to remember it very soon."
blackmail,to get money from people or force them to do something by threatening to tell a secret of theirs or to harm them
brainbox,very intelligent person
camp,"using bright colours, loud sounds, unusual behaviour, etc in a humorous way"
cash return,profit in exchange for an investment
common knowledge,something that a lot of people know
common sense,the basic level of practical knowledge and judgment that we all need to help us live in a reasonable and safe way
conceivable,possible to imagine or to believe
counterfeit,"to make a copy of something which looks as similar as possible to the original, usually for dishonest or illegal purposes"
cryptic,mysterious and difficult to understand
cutting-edge,very modern and with all the newest features
cynical,believing that people are only interested in themselves and are not sincere
declaration,"an announcement, often one that is written and official"
drink-driving,driving a vehicle after drinking too much alcohol
field,an area of activity or interest
fiver,"five pounds (GBP), or a note worth five pounds"
fragile,physically or emotionally weak
franchise,to give or sell the right to sell a company’s products or services in a particular area using the company’s name
gifted,A gifted person has a natural ability or is extremely intelligent.
high-tech,"using or involved with the most recent and advanced electronic machines, computers, etc"
hyperactivity,the state of having more energy than is normal
immortal,famous or remembered for a very long time
in-joke,a private joke which can only be understood by a limited group of people who have a special knowledge of something that is referred to in the joke
kick the habit,to give up something harmful that you have done for a long time
kneecap,the bone at the front of the knee joint
languor,pleasant mental or physical tiredness or lack of activity
likelihood,the chance that something will happen
lumber sb with sth,"If you are/get lumbered with something, you have to deal with something or someone that you do not want to."
municipal,relating to the government of a town or city
nonentity,"when something or someone is not known about because they do not have any strong character, ideas or influence"
one-time,"A one-time teacher, for example, is someone who was a teacher in the past."
pan,to criticize something severely
pivotal,having a very important influence on something
plainly,in a clear and obvious way
playful,funny and not serious
pointless,Something that is pointless has no purpose and it is a waste of time doing it.
predecessor,"something that existed before another, similar thing"
promo,"a short film which is made to advertise a product, especially a record of modern popular music"
reign,to be the king or queen of a country
renowned,famous for something
showbiz,"(= show business) the entertainment business, especially the part which is considered to be popular but not very artistic or serious"
sly,deceiving people in a clever way to get what you want
small talk,"conversation about things which are not important, often between people who do not know each other well"
solemn,"A solemn promise, warning, etc is serious and sincere."
spin doctor,"someone whose job is to make ideas, events, etc seem better than they really are, especially in politics"
strut your stuff,to show your abilities
stunt,"when someone does something dangerous that needs great skill, usually in a film"
sustain,to support someone or something so that they can live or exist
unconditional,done or given without any limits and without asking for anything for yourself
upcoming,An upcoming event will happen soon.
white lie,a lie that is told in order to be polite or to stop someone from being upset by the truth
wrong-doing,when someone does something that is illegal or not honest
abstract,"existing as an idea, feeling or quality, not as a material object"
appendage,"an arm, leg or other body part"
babble,"to talk or say something in a quick, confused, excited or silly way"
cavity,a hole or a space inside something solid or between two surfaces
chimp,(= chimpanzee) an African animal like a large monkey
choke,"If you choke, or if something chokes you, you stop breathing because something is blocking your throat."
cognition,when you think or use a conscious mental process
compassion,a strong feeling of sympathy and sadness for the suffering or bad luck of others and a wish to help them
compile,"to collect information and arrange it in a book, report, or list"
consistency,when someone always behaves or performs in a similar way or when something always happens in a similar way
constraint,something that limits what you can do
devoted,extremely loving and loyal
dimension,"a measurement of something in a particular direction, especially its height, length or width"
emergence,when something becomes known or starts to exist
eulogy,"a speech, piece of writing, poem, etc. containing great praise, especially for someone who recently died or stopped working"
fall into place,"When events or details that you did not understand before fall into place, they become easy to understand"
fingerprint,the mark made on something by the pattern of curved lines on the end of someone’s finger
fuel,Something that fuels a feeling or a type of behaviour increases or strengthens it.
evolutionary,relating to the way in which living things develop over millions of years
forensic,relating to scientific methods of solving crimes
foresight,the ability to judge correctly what is going to happen in the future and plan your actions based on this knowledge
fossil,"part of an animal or plant from thousands of years ago, preserved in rock"
in the frame,under suspicion of committing a crime
genetic,relating to genes
gestation period,the period of the development of a child or young animal while it is still inside its mother’s body
gloom,feelings of great unhappiness and loss of hope
golden age,"a period of time, sometimes imaginary, when everyone was happy, or when a particular art, business, etc. was very successful"
hinder,to make it difficult to do something or for something to develop
iconic,based on images
inherit,to have the same physical or mental characteristics as one of your parents or grandparents
innate,"An innate quality or ability is one that you were born with, not one you have learned."
interlaced,"If things are interlaced thay are joined together to make a whole, especially by crossing one thing over another or fitting one part into another."
intricate,having many small or complicated parts and details
intrusive,"If something or someone is intrusive, they become involved in things which should be private."
lifespan,the amount of time that a person lives or a thing exists
make-up,The make-up of something or someone is the combination of things that form it.
manipulate,to control something using the hands
monotonous,"If something is monotonous, it is boring because it stays the same."
official statement,"something that someone says or writes officially, or an action done to express an opinion"
paediatrician,a doctor who has special training in medical care for children
parable,"a short simple story which teaches or explains an idea, especially a moral or religious idea"
pioneering,using ideas and methods that have never been used before
precede,to be or go before something or someone in time or space
prematurely,happening too soon or before the usual time
primitive,"relating to human society at a very early stage of development, with people living in a simple way without machines or a writing system"
reveal,to give someone a piece of information that is surprising or that was previously secret
right-handed,Someone who is right-handed uses their right hand to do most things.
sermon,a religious speech given by a priest in church
sign language,"a system of communication using hand movements, used by people who are deaf (=cannot hear)"
slant,"to slope in a particular direction, or to make something slope in a particular direction"
slogan,a short phrase that is easy to remember and is used to make people notice something
spatial,"relating to the position, area, and size of things"
streamline,the shaping of something so that it can move as effectively and quickly as possible through a liquid or gas
summing up,"a talk given to summarise important information, often in a court of law"
surge,a large increase in something
syntax,the grammatical arrangement of words in a sentence
take into account,to consider or remember when judging a situation
trustworthy,able to be trusted
upright,straight up or vertical
warehouse,"a large building for storing things before they are sold, used or sent out to shops, or a large shop selling a large number of a particular product at a cheap rate"
adamant,very sure of what you think and not willing to change your opinion
be after sth,to be looking for someone or something or trying to find them
ambiguous,having more than one possible meaning
approach,a way of doing something
attentive,"If someone is attentive, they are very helpful and take care of you."
authenticity,the quality of being real or true
blunt,saying exactly what you think without caring about people’s feelings
breadth,"when something includes many different things, features, subjects or qualities"
bronchitis,an illness in your lungs which makes you cough and have problems breathing
bungee jump,"when you jump off a very high bridge or similar structure, with a long elastic rope tied to your legs, so that the rope pulls you back before you hit the ground"
charcoal,"a hard black substance similar to coal which can be used as fuel or, in the form of sticks, as something to draw with"
chubbiness,being fat in a pleasant and attractive way
under no/any circumstances,"If you tell someone not to do something under any circumstances, you mean that he/she must not do it."
clarify,to make something easier to understand by explaining it
commercial,intended to make a profit
conclude,to decide something after studying all the information about it very carefully
conniving,describes a person who deceives others for their own advantage
contemporary,of the present time
defrost,"to (cause to) become free of ice, or to (cause to) become no longer frozen"
depict,to represent someone or something in a picture or story
deterioration,becoming worse
devise,"to design or invent something such as a system, plan, or piece of equipment"
dusk,the time before night when it is not yet dark
eerie,strange in a frightening and mysterious way
ethical,relating to what is right or wrong
exacerbate,to make something which is already bad worse
fibbing,telling small lies that are not very important
gaze,"a long look, usually of a particular kind"
girder,"a long thick piece of steel or concrete, etc. which supports a roof, floor, bridge or other large structure"
guts,If someone has guts they are brave and determined.
have a head for heights,to be able to be in high places without fear
home truth,"a piece of information which is not pleasant or wanted, but is true"
hygiene,"the process of keeping things clean, especially to prevent disease"
implicit,suggested but not stated directly
inconclusive,not giving or having a result or decision
innocence,when someone does not have much experience of life and does not know about the bad things that happen
inquiringly,as if wanting to know something
insomnia,when you find it difficult to sleep
integrity,honesty and the ability to do or know what is morally right
jolly,happy and smiling
leisurely,"describes an action that is done in a relaxed way, without hurrying"
mingled,mixed or combined
on no account,"If something must on no account/not on any account be done, it must not be done at any time or for any reason."
patent,to obtain the official legal right to make or sell an invention for a particular number of years
paternal,like a father
phenomenon,"someone or something extremely successful, often because of special qualities or abilities"
pinch,"a small amount of something, such as a powder, especially the amount which a person can hold between their first finger and thumb"
posture,"the position of your back, shoulders, etc when you are standing or sitting"
precision,when something is very exact and accurate
putrefaction,the state of decaying
radiant,obviously very happy or very beautiful
sanitised,made completely clean and free from bacteria
scarcely,only just
self-consciousness,being nervous or uncomfortable because you know what people think about you or your actions
sentimentality,being strongly influenced by emotional feelings
at a snail’s pace,extremely slowly
steel yourself,to force yourself to get ready to do something unpleasant or difficult
susceptible,easily influenced or harmed by something
tense,A tense muscle feels tight and stiff.
time flies,used to mean that time passes very and surprisingly quickly
tissue,the material that animals and plants are made of
tout,"to advertise, make known or praise something or someone repeatedly, especially as a way of encouraging their sale, popularity or development"
troubling,Something that is troubling makes you worried or nervous.
unstable,likely to change or end suddenly
wear sb out,to make someone extremely tired
wearily,in a tired way
have your work cut out (for you),to have something very difficult to do
in arrears,owing money that should have been paid in the past
around the block,"around a square group of buildings or houses, one of which is your residence"
attain,"to achieve something, especially after a lot of work"
bar chart,a mathematical picture in which different amounts are represented by thin vertical or horizontal rectangles which have the same width but different heights or lengths
barrister,"in the UK, a lawyer (=someone whose job is to know about the law and deal with legal situations) who can work in the highest courts"
bear left/right,to change direction slightly so that you are going in a particular direction
bear fruit,(of a tree or plant) to give or produce fruit
behead,to cut someone’s head off
do your bit,to make a contribution to a job or take part in something as you feel you should
blizzard,a storm with strong winds and snow
boastful,talking with too much pride
capacious,able to contain a lot; having a lot of space
dedicate,"to give your energy, time, etc. completely"
differentiate,to understand or notice how two things or people are different from each other
draw,a situation in which each team in a game has equal points and neither side wins
draw a crowd,to attract the attention or interest of a large number of people
draw a pension,"to receive money regularly after retirement, from the company you worked for or from the government"
a fair amount,a quite large amount
founder,someone who establishes an organization
glamour,"the quality of being attractive, exciting and special"
glower,"to look very angry, annoyed or threatening"
haul,to pull something heavy slowly and with difficulty
hit the high notes,to sing the highest musical notes in a song or opera successfully
hitherto,"until now, or until a particular point in time"
kow-tow,"to show too much respect to someone in authority, always obeying them and changing what you do in order to please them"
leave,permission or agreement
liable,legally responsible
linguistics,the scientific study of languages
long-standing,having existed for a long time
macho,"Men who are macho emphasize their traditional male qualities, such as physical strength, and do not show emotion."
minor,someone who is too young to have the legal responsibilities of an adult
novelty,"an object, event, or experience that is new or unusual"
obligatory,"describes something you must do because of a rule or law, etc"
perception,the ability to notice something
as a prelude to,coming before a more important event or action which introduces or prepares for it
presume,"to think that something is likely to be true, although you are not certain"
resounding,loud or definite
saturation,when there is more of a product available than there are people who want to buy it
sociolinguistics,the scientific study of the way society and language interact
spending power,consumers who have a lot of money to spend and who can influence the market for a particular product
status,the position that you have in relation to other people because of your job or social position
tsar,a male Russian ruler before 1917
vice versa,used for referring to the opposite of what you have just said
ancestry,"your relatives who lived a long time ago, or the origin of your family"
apprenticeship,a period of time working as an apprentice
be up to no good,to be behaving in a dishonest or bad way
blag,to speak convincingly on a subject you don’t really know about
boot,a closed space at the back of a car for storing things in
break (a story),"If news or a story breaks, or if someone breaks it, it becomes known by the public for the first time."
checkout cashier,a person whose job is to receive and pay out money in a supermarket
collapsible,able to be folded or made flat in order to be stored or carried
commentator,"a reporter for radio or television who provides a spoken description of and remarks on an event, especially a sports competition, as it happens"
consciousness,when someone knows about something
downside,the disadvantage of a situation
drawback,a disadvantage or the negative part of a situation
drive sth home,to say something clearly and with a lot of force so that you are certain people understand it
eventually,"in the end, especially after a long time or a lot of effort"
exploit,to not pay or reward someone enough for something
fall into sth,"to start doing something, often without intending to"
flexitime,"a system of working in which people work a set number of hours within a fixed period of time, but can change the time they start or finish work"
flier,"a small piece of paper advertising a business, show, event, etc"
frustrating,making you feel frustrated
get sb down,"If something gets you down, it makes you feel unhappy or depressed."
get into sth,to become interested in or start something
high-quality,very good or to a high standard
induction,when someone is officially accepted into a new job or an organization
influential,having a lot of influence
kitchen hand,"a person who does unskilled work in a kitchen, such as cleaning"
lucrative,"If something is lucrative, it makes a lot of money."
market,"all the people who want to buy a particular product, or the area where they live"
MBA,"Master of Business Administration: an advanced degree in business, or a person who has this degree"
naïve,"too willing to believe that someone is telling the truth, that people’s intentions in general are good, or that life is simple and fair"
niche,a job or activity that is very suitable for someone
nine-to-five,"describing or relating to work that begins at nine o’clock in the morning and finishes at five, which are the hours worked in many offices from Monday to Friday"
office junior,"a young person, often one who has recently left school, who works in an office doing mainly unskilled jobs"
outlet,a shop that is one of many owned by a particular company and that sells the goods which the company has produced
overwhelm,"If a feeling or situation overwhelms someone, it has an effect that is too strong or extreme."
perception,"a belief or opinion, often held by many people and based on how things seem"
perk,"an advantage, such as money or a car, that you are given because of your job"
plastic surgeon,"a doctor who is specially trained to do medical operations to bring a damaged area of skin, and sometimes bone, back to a usual appearance, or to improve a person’s appearance"
potential,qualities or abilities that may develop and allow someone or something to succeed
profound,"If a feeling is profound, you feel it very strongly."
refuse collector,dustman
roots,where someone or something originally comes from
run-of-the-mill,ordinary and not special or exciting in any way
salon,"a shop where you can get a particular service, especially connected with beauty or fashion"
shine through,"If people or things shine through, they are very noticeable."
shoot off,to move in a particular direction very quickly and directly
sole,only
shelf stacker,"a person who replaces and arranges products on the shelves of a shop, usually a supermarket"
stockbroker,someone whose job is to buy and sell stocks and shares in companies for other people
triple,"to increase three times in size or amount, or to make something do this"
work experience,a period of time in which a student temporarily works for an employer to get experience
